Rk,School,Conf,Unnamed: 3_level_1,AP Rank,W,L,Pts,Opp,MOV,Unnamed: 10_level_1,SOS,Unnamed: 12_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,run_date
1,UConn,Big East,,1.0,19,0,90.1,51.4,38.68,,15.62,,31.03,23.27,54.31,129.8,58.73,71.07,2026-01-22
2,UCLA,Big Ten,,3.0,17,1,87.0,57.3,29.72,,19.07,,28.19,20.61,48.8,133.24,67.34,65.91,2026-01-22
3,LSU,SEC,,6.0,17,2,99.6,56.7,42.84,,4.55,,35.41,11.98,47.39,125.22,69.48,55.74,2026-01-22
4,Texas,SEC,,4.0,19,2,88.8,53.0,35.76,,11.5,,27.4,19.86,47.27,124.8,64.47,60.34,2026-01-22
5,South Carolina,SEC,,2.0,19,1,88.7,53.9,34.8,,11.42,,27.71,18.51,46.22,123.8,64.86,58.94,2026-01-22
6,Michigan,Big Ten,,7.0,15,3,87.6,59.2,28.39,,12.67,,25.58,15.48,41.06,118.05,66.62,51.43,2026-01-22
7,Oklahoma,SEC,,16.0,14,4,89.8,62.3,27.44,,9.05,,26.99,9.5,36.49,111.38,68.72,42.65,2026-01-22
8,Louisville,ACC,,8.0,18,3,83.0,59.6,23.33,,11.92,,22.26,13.0,35.26,119.54,74.02,45.52,2026-01-22
9,TCU,Big 12,,9.0,18,2,81.6,53.4,28.15,,6.03,,16.93,17.25,34.18,112.77,68.89,43.88,2026-01-22
10,Vanderbilt,SEC,,5.0,19,0,86.1,58.2,27.89,,5.91,,22.21,11.6,33.81,120.57,76.96,43.61,2026-01-22
11,Michigan State,Big Ten,,13.0,17,2,86.6,59.7,26.84,,6.81,,22.78,10.87,33.65,120.33,76.9,43.43,2026-01-22
12,Iowa,Big Ten,,10.0,16,2,80.2,61.8,18.39,,13.82,,18.63,13.58,32.2,113.31,72.24,41.07,2026-01-22
13,Maryland,Big Ten,,15.0,17,3,84.8,58.7,26.05,,6.11,,23.01,9.15,32.16,117.03,75.25,41.78,2026-01-22
14,Duke,ACC,,21.0,13,6,74.7,61.2,13.53,,18.5,,16.77,15.26,32.02,112.07,70.9,41.17,2026-01-22
15,Tennessee,SEC,,17.0,13,3,80.6,60.4,20.19,,11.57,,20.69,11.07,31.76,112.01,71.73,40.28,2026-01-22
16,Kentucky,SEC,,11.0,17,3,78.1,55.7,22.35,,8.74,,15.01,16.08,31.09,115.07,73.17,41.91,2026-01-22
17,Nebraska,Big Ten,,24.0,14,4,83.6,62.8,20.78,,10.06,,20.24,10.6,30.84,119.01,78.33,40.68,2026-01-22
18,Ohio State,Big Ten,,12.0,17,2,85.4,63.1,22.32,,8.04,,22.46,7.89,30.35,111.1,75.09,36.01,2026-01-22
19,Minnesota,Big Ten,,,12,6,73.9,53.9,20.0,,10.28,,12.69,17.59,30.28,111.93,70.63,41.3,2026-01-22
20,West Virginia,Big 12,,22.0,15,4,78.6,58.5,20.11,,10.04,,16.69,13.46,30.15,111.47,73.31,38.16,2026-01-22
21,USC,Big Ten,,,11,7,68.6,58.3,10.22,,19.4,,10.28,19.33,29.62,106.69,67.57,39.12,2026-01-22
22,Ole Miss,SEC,,18.0,16,4,78.1,56.4,21.7,,7.2,,14.99,13.91,28.9,111.44,74.76,36.68,2026-01-22
23,UNC,ACC,,,15,5,77.8,58.6,19.25,,9.14,,15.16,13.23,28.39,110.13,73.58,36.55,2026-01-22
24,Notre Dame,ACC,,,12,6,81.6,64.4,17.22,,11.15,,20.0,8.38,28.37,113.74,78.81,34.94,2026-01-22
25,NC State,ACC,,,13,6,77.5,65.5,12.0,,16.35,,19.38,8.97,28.35,113.39,77.18,36.21,2026-01-22
26,Oklahoma State,Big 12,,,16,4,87.9,61.5,26.4,,4.03,,21.49,6.65,28.13,119.71,84.34,35.37,2026-01-22
27,Oregon,Big Ten,,,14,6,78.5,62.9,15.6,,12.16,,18.11,9.65,27.76,110.46,74.5,35.96,2026-01-22
28,Baylor,Big 12,,14.0,17,3,72.6,56.4,16.25,,10.03,,11.2,15.08,26.28,104.06,69.8,34.26,2026-01-22
29,Texas Tech,Big 12,,19.0,19,1,74.5,54.2,20.35,,5.69,,11.25,14.79,26.04,106.56,72.92,33.64,2026-01-22
30,Alabama,SEC,,23.0,17,3,71.8,54.2,17.55,,7.7,,10.07,15.18,25.25,108.73,74.8,33.93,2026-01-22
31,Washington,Big Ten,,25.0,14,4,73.4,57.7,15.72,,9.05,,12.35,12.43,24.77,111.15,77.2,33.95,2026-01-22
32,Iowa State,Big 12,,,14,5,83.9,63.8,20.16,,3.69,,20.33,3.51,23.85,116.76,85.81,30.95,2026-01-22
33,Mississippi State,SEC,,,15,5,79.4,61.6,17.75,,5.6,,16.23,7.12,23.35,111.17,81.16,30.01,2026-01-22
