Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Overall,Overall,Overall,Unnamed: 6_level_0,Conference,Conference,Conference,Unnamed: 10_level_0,PTS/G,PTS/G,Unnamed: 13_level_0,SRS,SRS,Unnamed: 16_level_0,Polls,Polls,Polls,Unnamed: 20_level_0,Unnamed: 21_level_0
Rk,School,Conf,W,L,W-L%,Unnamed: 6_level_1,W,L,W-L%,Unnamed: 10_level_1,Own,Opp,Unnamed: 13_level_1,SRS,SOS,Unnamed: 16_level_1,AP Pre,AP High,AP Final,Unnamed: 20_level_1,Notes
1,Chattanooga,Southern,11,5,0.688,,3,0,1.0,,61.9,61.7,,-5.24,-5.45,,,,,,
2,Furman,Southern,11,8,0.579,,3,1,0.75,,62.8,69.5,,-9.59,-2.86,,,,,,
3,Wofford,Southern,9,9,0.5,,3,1,0.75,,61.3,65.9,,-8.23,-3.63,,,,,,
4,Mercer,Southern,12,6,0.667,,2,1,0.667,,65.4,64.0,,-9.0,-10.44,,,,,,
5,UNC Greensboro,Southern,12,7,0.632,,2,2,0.5,,58.5,60.1,,-8.44,-6.84,,,,,,
6,Samford,Southern,8,12,0.4,,1,2,0.333,,58.0,72.5,,-14.47,0.06,,,,,,
7,Western Carolina,Southern,3,15,0.167,,0,4,0.0,,53.8,72.6,,-22.93,-4.13,,,,,,
8,East Tennessee State,Southern,7,11,0.389,,0,3,0.0,,54.6,62.1,,-10.05,-2.62,,,,,,
